"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP","0.00694473973181771","0.0190325552878844","0.407017918923954","0.421991565885447","1.56015664161202","75","CFH, HLA-DQA1, GATA3, ID3, BAG3, HSPB1, F2RL1, PLOD2, FOXO1, TAL1, TIMP3, PLXDC2, TJP2, MECOM, LRIG1, COL5A1, LOX, FXR1, MLLT3, ARG2, INPP4B, PDZD2, FAM124B"
"HAHTOLA_CTCL_CUTANEOUS","0.00460305938368148","0.0135686987118232","0.407017918923954","0.613150982527053","1.77665613095919","24","MMP9, LILRA5, MS4A4A, S100P, G0S2, GLUL"
"HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN","0.335753176043557","0.467731629392971","0.0959206777921745","0.273833922955627","1.07115267592238","108","LY75, ICAM2, CD69, MDFIC, ZC3HAV1, TMEM123, CCNG1, MALT1, ADD3, IL6ST, LCP2, TUG1, KTN1, GSPT1, FUBP1, SLC12A7, RAD21, MT-ND5, MAP4K1, ATIC, CNOT2, SYNCRIP, PPP3CC, ATG12, CACYBP, KLF9, PGRMC2, SLC7A1, STAT5B, TARDBP, FAM8A1, PAICS, CPSF6, NUCB2, ACTN1, CD81, ZBED5, DUT, LUC7L3, NAP1L1, IPO7, EBAG9, RBM26, MPHOSPH9, UGCG"
"HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP","3.97497690895861e-05","0.000239798606985729","0.557332238758646","0.573163370552151","2.00206445575154","57","VNN1, LILRA5, MS4A4A, CXCL1, CXCL3, KLF4, RAB20, G0S2, ADM, PLAUR, KYNU, CXCL2, GLUL, CDKN1A, IL1B, CHPT1, ABHD5"
"HAHTOLA_MYCOSIS_FUNGOIDES_DN","3.2933341237635e-05","0.000204067576971185","0.557332238758646","0.785932047782246","2.0786000935567","16","IGHA1, CES1, IGLC2, ZFP36L2, IKZF1, HLA-DQB1, CD37"
"HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN","0.00798997925795149","0.0212770352699252","0.380730400722792","0.552194761066032","1.67532932867505","27","HLA-DQA1, HLA-DQB1, DSC2, B4GALT1, TOP2A, CAT, ITGA6"
"HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_UP","0.000169766689514699","0.00081723160124225","0.518848077743792","0.404638391494944","1.69564029415311","170","CFH, HLA-DQA1, VCAM1, SLC5A3, CASP1, FBLN1, SLA, PDGFD, IL7R, TXNIP, KANK2, HPGDS, P4HA1, LY86, TNFRSF1A, TM4SF1, IGFBP3, DAB2, TSC22D3, GMFG, CNN3, NTRK2, CKLF, BARD1, ERG, LST1, SREK1, TNPO1, BACE2, MED13, JAM2, CTSH, CCL19, SAFB2, MFAP3, CLEC4A, ZNF22, FXR1, SP3, CREB3L2, GSN, ZNF292, CLDN5, RBM15, ARL6IP4, COLEC12, ITM2A, MT-ND5, RPL23, RECQL, RCBTB2, CRIM1, IP6K2, SF3B1, TCF4, NME7, NFIB, YTHDF1, NSL1, ATG12, PDCD4, SUZ12, CERS2, PDIA4, FOXO3, DPH5, IFT20, UPF2"
"HAHTOLA_MYCOSIS_FUNGOIDES_UP","0.0168912499236017","0.0397109973694087","0.352487857583619","0.642416657564837","1.67534055733529","15","MMP9, LILRA5, S100P, G0S2"
"HAHTOLA_SEZARY_SYNDROM_DN","0.0945454545454545","0.16275664034458","0.195789002148949","0.40640733472049","1.32055132231173","38","GZMK, IRF8, IL18RAP, PRSS23, KLRD1, XCL1, BCL2, SESN1, SERPINB9, VAV3, PTCH1, GNLY, CCL5"
"HAHTOLA_SEZARY_SYNDROM_UP","1.38906616163336e-07","1.57866381781839e-06","0.690132458796796","0.565550731183837","2.15588120242402","89","S100A12, MMP9, LILRA5, GPR171, RNASE2, NFE2, MS4A4A, C3AR1, CES1, S100P, NCF4, SAMSN1, CD28, TLR1, F5, HP, PNP, CKS2, BAZ1A, GLUL, SELENBP1, FAS, LPAR6, RGCC, TJP2, IQGAP1, IMPA2, BARD1, CD55, RRM2, SMC4, EZH2"
"HALMOS_CEBPA_TARGETS_DN","0.0636363636363636","0.119079204057745","0.241339976815091","0.428858036153122","1.39350104770012","38","SCNN1A, TFAP2C, F2RL1, SMAD6, FZD7, TOB1, STC2, TSC22D3, HES1, BCAR3, INHBB, ARHGAP29"
"HALMOS_CEBPA_TARGETS_UP","1.08104281617223e-09","1.90613284792722e-08","0.788186810800237","0.731418652530318","2.45853822485741","45","TLX1, POU4F1, KLF5, HCAR3, CCL20, TNFAIP8, IL1R1, CXCL3, IL4R, NFIL3, BTG1, FOLR1, CXCL2, ITGA1, SEMA3C, IGFBP3, PLIN2, HMOX1, WAS, FAS, RGS2, SLC30A1, RAB27A, RAB32"
"HAMAI_APOPTOSIS_VIA_TRAIL_DN","0.00209824037599717","0.00698830614116835","0.431707695803346","0.368595487279084","1.54932092226876","182","HOXB9, BARX1, FOXD2, SLCO4A1, KRT18, SLC1A5, FBLN1, IFITM2, TXNIP, IL4R, FXYD5, CYBA, GDF15, SERPINH1, PLAUR, KYNU, TIMP3, PLTP, TMEM45A, ECHDC3, ISYNA1, CFD, VASP, FZD9, ICAM1, CISH, SERPINB1, TAGLN2, ERBB2, TP53I3, SLC15A3, ANGPTL4, STEAP3, VAV3, IL24, FOXF2, CD19, BCL3, SIGLEC15, MAOA, PARD6G, CCL19, HIF1A, KLF2, SLC16A5, HEYL, DEF6, SPHK1, OSCAR, S100A3, FZD5, EMILIN1, TRAC, RCN3, SLC37A2, DDAH2, CDH2"
"HAMAI_APOPTOSIS_VIA_TRAIL_UP","3.59655050556453e-10","7.0118114734502e-09","0.814035837847908","0.372167136595966","1.76031562432841","617","FMOD, NID1, CLEC2B, SLC38A2, SOCS3, IQGAP2, C15orf48, EMP1, HPGD, G0S2, KIF14, CHORDC1, SULT1C2, PROS1, IFI16, PDGFRL, PTPN13, TCIRG1, SSPN, MKI67, FSTL1, SEMA3C, CEP55, TRIM63, ITPR2, KIF18A, DIAPH3, CEP112, BAZ1A, ITGAV, ARHGAP5, PAPSS2, FBLN5, SPP1, MID1, MLANA, CALD1, PPP4R2, GOLIM4, BAZ2B, NMI, CDH1, PALLD, RAB27A, SPESP1, SYNE2, ZNF107, CHST9, ARHGAP10, ITGA6, PNISR, HSPB2, RPGR, CEP350, LUM, RAMP1, DEK, FAM111A, THAP1, STAG2, CD55, JAG1, ITGB1, ATAD2, ADD3, XPO1, AHCTF1, CCNL1, SREK1, ETAA1, RORA, USP47, TNPO1, ZNF654, SMC4, GKAP1, PODXL, PUS7L, PI4K2B, NIPBL, MIS18BP1, ZHX1, CENPK, THBD, CHD1, BMP7, FAP, VPS13C, DNAJC3, HSPH1, MYO10, PPIL4, FER, LARP7, QSER1, ZNF22, EIF3E, CTNNAL1, PCSK5, MAP3K2, FXR1, MRPS31, RBM17, IFT74, SMCHD1, ALDH2, PIK3CA, CETN3, NUSAP1, SNX16, ZBTB38, MYBL1, ATM, GLIPR1, BBX, BTBD7, PRPF39, ZNF644, CEP70, KIF5B, GOLGB1, DNAJC1, NIN, BHLHE41, ZNF117, MTUS1, TCEA1, SMPDL3A, ZNF430, FBXL3, CCAR1, ZNF443, ASPM, GOLGA4, KTN1, DBF4, GPM6B, ZNF148, CENPQ, PRPF38B, SNAPC1, ZNF137P, BCCIP, PHGDH, ENAH, SMARCAD1, SMC6, ZMYM1, PPFIA1, SMC3, HAUS3, BIRC2, OMA1, UFL1, ANLN, KIF15, MATN2, CASP8AP2, SNX2, RAD21, IGFBP4, KRIT1, ITM2A, PDS5B, POLK, CREB1, AP3B1, TRIP11, DAAM1, DDX21, RECQL, ZNF638, NMD3, CDH19, IFIH1, ERCC5, STXBP3, RIOK2, SLC45A2, ZCCHC9, TCF4, CENPC, TMF1, TMSB15A, SCML1, RAD54B, CLIP1, CCDC59, CWF19L2, HAUS6, MGAT4A, PCCA, WRN, NFIB, MNS1, FPGT, ZNF486, EMC2, ADAM9, GALNT1, ITSN2, PHF3, PIR, ACADM, DTWD1, TAF1B, CAST, SH3BGRL, RSF1, SACS, SRSF11, NUDT12, CEP290, RSRC2, SLC27A3, SUCO, DNAJA1, PBRM1, DCUN1D1, ORAI3, ZNF302, ZNF146, SCAF11, RIF1, ZBTB11, CWC27, PAIP1, RDX, LACTB2, HSP90AA1, SUZ12, KIF20B, DCLRE1C, ZNF83, OSTM1, MYO6, CTSZ, NEK1, ZZZ3, ECT2, USP1, GPR19, TBK1, GTF2F2, SCP2, ZNF257, SLK, CSPP1, BCLAF1, AIMP1, N4BP2L2, BLM, HMMR, ZNF354B, DMXL1, RAI14, DNAJC13, KIF23, PDCD10, CEBPZ, MITF, ZCRB1, PCM1, BRCA1, KIF11, NUCB2, BAZ1B, ESF1, HSPA4L, RFC1, NBN, SACM1L, NAA15, DHX29, LUC7L3"
"HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN","0.00126311412567227","0.00459279404603807","0.45505986738723","0.548056453776162","1.8138502588189","42","POU4F2, OTP, POU4F1, MSX1, CEBPD, HSPA1A, HSPB1, METTL7A, PPIC, IGFBP5, FZD9"
"HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP","0.108208955223881","0.182222664766057","0.184706471207739","0.414501213787005","1.30775863032039","33","HOXB9, MT1G, MT1F"
"HANSON_HRAS_SIGNALING_VIA_NFKB","0.607806691449814","0.753240540618426","0.0655321029282414","0.319741889394333","0.907216983161617","21","TSLP, SELPLG, SOX5, CLCF1, KLF3"
"HAN_JNK_SINGALING_DN","5.14354095726065e-07","5.01390699817522e-06","0.659444398037935","0.716124808578354","2.28869040508485","35","OGN, WNT6, LBP, CP, CD14, SOCS3, ABCA1, LCN2, IFITM1, C3, LIFR, CD74, PLTP, COL6A2, ISYNA1, SEMA3C, FAS, RGS2"
"HAN_JNK_SINGALING_UP","0.0199569935883593","0.0453404743011705","0.352487857583619","0.482945126416154","1.52370038020307","33","SHOX2, RUNX1, IL1RL1, SGK1, DUSP1, TGFBI"
"HAN_SATB1_TARGETS_DN","4.24047780117625e-07","4.21936338888823e-06","0.674962860011025","0.389855350087459","1.76428096704528","352","NKX2-5, SPTLC3, MPZL2, CCL26, S100A4, CXCL1, S100P, ZG16B, THSD4, CEBPD, CLDN7, CYP1B1, CSTA, CASP1, IL7R, EMP1, ITGA10, CAPN6, OSMR, EGFR, TFPI2, IL6, SLC16A1, G0S2, SECTM1, METTL7A, SMAD6, TGFB2, ITGB4, TGFB1, CCL2, CRABP2, SULT1C2, NSUN7, PXDC1, DUSP1, COL6A2, ID4, HMGN5, EFEMP1, GMFG, APOLD1, SELENBP1, ENPP1, AKR1C3, GBP2, INHBE, NR2F2, IL1B, CFB, RGCC, TGFBI, PXN, ERBB2, LIF, CDK11A, CLU, CD96, CCDC69, ITGA6, ACSF2, AQP3, DNAJB4, RUNX2, CHST11, ZNF395, AK4, SMARCA1, PAPOLA, ALDH3A2, KRCC1, NEDD9, MALL, SAT1, KLF3, LEF1, SNAI1, SERPINE1, ZBTB33, SLC16A5, PELI2, ZCCHC8, MYO10, QSER1, ALDH6A1, LOX, MFHAS1, MMP3, PLAU, GSN, MCMBP, CDH2, BCKDHB, FANCI, LAMC2, HMGA2, MTUS1, RBL2, F11R, STX2, KAT6A, IGF2R, QPCT, JUP, EPB41, ADAMTS1, TCF7L2, FN1, IL32, NRP1, BST2, MATN2, PHIP, IGFBP4, ITM2A, NR3C2, TSC22D1, RARG, SLC33A1, UIMC1, EFHD1, FHOD1, C1orf112, TCF4"
"HAN_SATB1_TARGETS_UP","2.68727810376397e-06","2.22978992831349e-05","0.627256739718528","0.365106189318696","1.66993216079781","390","SLPI, HOXB7, IL18, MPZL2, DDIT4, CXCL1, KLF5, SRGN, IL18R1, S100P, CASP4, MAFF, EVI2B, CSTA, CASP1, MCOLN3, IL7R, NEDD4, TFAP2C, OSMR, IL6, SLC16A1, PLOD2, P4HA1, SDC2, CASP7, CHST3, ADM, IGFBP5, CELSR1, SLC7A11, SERPINH1, TGFB2, CCL2, SULT1C2, PDGFRL, TMEM45A, DUSP1, LAMB2, COL6A2, FSTL1, EFEMP1, FLT1, SAMHD1, CD34, PAPSS2, FNDC3B, INHBE, NR2F2, IL1B, TTC38, CD40, HLA-DOA, TGFBI, LIF, DIO1, CALD1, TP53I3, TMEM45B, SLC30A1, G3BP1, CDH1, MKNK2, CRY1, BIK, DNAJB4, TOB2, AK4, TSPO, NACC2, NEDD9, ATP11B, GRAP2, RAB11FIP1, TAP1, F3, PELI2, CD164, CHRDL1, VPS13C, MAT2A, GSTM3, ARFGAP3, NEAT1, WNT5A, ASPH, TBL1X, RND3, QKI, ATM, FZD4, MCMBP, NEO1, GPNMB, PDE4D, NCOA3, LTBP1, SLC17A9, ZNF430, AUP1, LATS1, GPR35, IGF2R, DENND4A, QPCT, ULBP2, NAGA, CLDN10, TCF7L2, IL32, KIAA0930, ANTXR1, RAB8B, ENG, BST2, DNAJB6, MATN2"
"HARRIS_BRAIN_CANCER_PROGENITORS","0.000133638813118384","0.000669031051895377","0.518848077743792","0.605528549773028","1.97328737176009","39","SRPX2, AOX1, FOXC2, S100A4, GJA1, MGP, CASP4, MIA, DHRS3, COL6A2, TEAD1, CYTL1, ARHGAP6, PAPSS2, CAV1, ENPP6, ARHGAP29, CAPG, S100A6, CREBRF"
"HARRIS_HYPOXIA","2.38259887885883e-06","2.00472705666789e-05","0.627256739718528","0.567561882906665","2.10376621480221","76","IGF2, TFF3, CP, ANGPT2, HK2, EDN1, HGF, VIM, IL6, P4HA1, ADM, TGFB1, CCL2, PLAUR, IGFBP3, HMOX1, FLT1, CDKN1A, FOS, SPP1, ENPEP, STC1, BIK, AK3, VEGFA, PGF, COL5A1, SAT1, HIF1A, SLC2A1, F3"
"HASLINGER_B_CLL_WITH_11Q23_DELETION","0.189591078066914","0.288019895599912","0.135740943810425","0.4272925598672","1.21237498103368","21","CASP1, CTSK, PPP2R1B, SLC4A7, ATM, GSN, BIRC2, AHR"
"HASLINGER_B_CLL_WITH_13Q14_DELETION","0.138519924098672","0.224439714857172","0.163180127180689","0.448329403206084","1.2990718527638","24","KLF4, DLEU1, ID4, RBMS2, ALOX5, ITGB5, ARL4A, RB1, NT5E, TRIM13"
"HASLINGER_B_CLL_WITH_17P13_DELETION","0.988847583643123","1","0.042845050912155","0.187670937095149","0.53248656815372","21","TBC1D2B, RRAS2, TP53, SCP2, SENP3, GPS2, RYR1, PRDX4, PLD2, GNAI2, EIF4A1, HNRNPDL, MINK1, TNPO3, GABARAP, FXR2, GLOD4, GEMIN4, ZZEF1, VDAC1, MAPRE3"
"HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY","0.868029739776952","0.964790412971092","0.0487989701682839","0.249604725251335","0.708213885438479","21","NCKAP1L, TIMELESS"
"HASLINGER_B_CLL_WITH_MUTATED_VH_GENES","0.348968105065666","0.482598336763245","0.0956031492204301","0.404843932071768","1.09028351778271","17","SLAMF1, IL10RA, LPL"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","0.97962962962963","1","0.0431036828790402","0.197407833909147","0.573017559415188","23","MELK, LAMA3, MEFV, IGFLR1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","2.91185879772679e-08","3.69451714124278e-07","0.73376198835648","0.405905693070608","1.83550970616549","343","HOXA13, POU4F2, HOXD13, HOXA9, HOXD12, HOXA7, INSRR, SLC47A1, AGTR1, COL1A2, AOX1, SLCO4A1, SLAMF1, COL2A1, COL1A1, GATA3, MT1E, UHRF1, LHX1, IGF2-AS, HSPB9, TWIST1, ALX1, FRZB, PDLIM1, SLC4A11, CLEC1A, LCK, CD93, SECTM1, TNFRSF10C, ITPKB, CD300A, PIK3R5, PAX9, VAMP5, PLEKHF2, ADAMTSL4, PLTP, CYYR1, CSF1, ISYNA1, FAM107A, ID4, IRF4, PAX1, SLC22A3, TACR3, TRPV4, NOS3, COPZ2, RARRES2, NAGS, ST6GALNAC3, GALNT15, FGF11, SNX33, TGFBI, DIO3OS, DPEP3, LRRC71, OSM, UPB1, SPESP1, HLX, PYGO1, TMPRSS6, NFAM1, GNA14"
"HECKER_IFNB1_TARGETS","1.18283240200287e-08","1.6361036700945e-07","0.747739663149885","0.593408059009813","2.2432172247987","87","MMP9, KCNJ15, CD163, FFAR2, MS4A4A, C3AR1, C1QB, C1QA, APOBEC3A, C1QC, LILRA3, FCER1A, MGAM, SIGLEC1, ARG1, G0S2, CCL2, LAMP3, PLSCR1, PROS1, SERPING1, TNFAIP6, IRF7, DTX3L, KLRD1, HERC5, SAMD9, PARP9, STAP1, CLU, CHI3L1, SAMD9L"
"HEDENFALK_BREAST_CANCER_BRACX_DN","0.355640535372849","0.489707725422964","0.0956031492204301","0.388946927534665","1.07204521788162","19","UBR5, SVIL, CEPT1, DLEU2, BANP, HPS5, EP300, SYNCRIP, SRSF11, NAP1L1, EVI5, METAP2, EHD1"
"HEDENFALK_BREAST_CANCER_BRACX_UP","0.381679389312977","0.517978028054623","0.0913924325943768","0.391178052846062","1.0663747558225","18","COL6A2, JUNB, SPRY1, KDM6A, TANK, RPS13, RPS4X, ADNP, RPP30"
"HEIDENBLAD_AMPLICON_12P11_12_DN","0.131970260223048","0.215722347658398","0.165656695205483","0.454459798581555","1.28945771921964","21","TMEM30B, TNFRSF8, ACSF2, JUNB"
"HEIDENBLAD_AMPLICON_12P11_12_UP","0.0685185185185185","0.126878306878307","0.234392647294686","0.438117215387782","1.40019540609282","35","GEM, MGP, IL7R, RASSF8, CTSC, ARHGEF26, XCL1, RPGR, ETNK1, DNMBP"
"HEIDENBLAD_AMPLICON_8Q24_DN","0.124770642201835","0.205777166437414","0.169570644405628","0.390453090996971","1.27240268690521","39","SLC14A1, IRAK3, LAPTM5, MYL12A, MYOF, PYROXD2, LPP, MMRN2, FZD4, NT5C2"
"HEIDENBLAD_AMPLICON_8Q24_UP","0.977981651376147","1","0.0427591434738678","0.189761534579913","0.618392047695712","39","SLC16A1, TROAP, BCL6B, AHSA1, TMEM38B, ZNF621, SLC36A4, CDC25C, ALKBH1, AEN, MYO6, C8orf76, SEC22C, MAPKAPK3"
"HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER","0.150735294117647","0.240654617372915","0.153158808683073","0.358328534261075","1.23521814041425","54","REP15, RASSF8, PON2, SSPN, ITPR2, MDFIC, TMTC1, FGFR1OP2, TSPAN12, MED21, ETNK1"
"HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS","0.00985591211468757","0.0253861194962629","0.380730400722792","0.418724160456615","1.5356644123935","73","CXCL6, COL2A1, CXCL1, ABI3BP, TNFAIP3, SMTN, IL6, ADM, VCAN, TMEM45A, IGFBP3, ICAM1, OLFML3, CDKN1A, NPC2, CLU, ACSF2, FABP4, MEFV, SDC4, IER3, CPE, FAT1, CDH2, HLA-C, IGF2R, CADM1, ITM2B, SERPINE2, DMD, IL32"
"HELLER_HDAC_TARGETS_DN","3.60580859250283e-11","8.39488252895319e-10","0.851339057116899","0.466089811006376","2.05484404784226","275","SLC47A1, OLAH, PTPRC, CCR2, TNFRSF10D, CLEC7A, CLEC2B, HSPA6, HLA-DRA, GJA1, CD180, IL2RG, MAFF, BAG3, CCR1, S100A11, CD48, IQGAP2, SLA, EMP3, LY96, HGF, CD28, LAPTM5, KCNN3, HSPA1A, CYTIP, ELF1, CAPN2, AIM2, SLC7A11, SERPINH1, CTSC, MAF, MYC, INPP5D, EYA2, RHOH, HSPA1B, DNAJB1, HMOX1, BLNK, APOBEC3G, CLIC2, FLI1, SELPLG, BCL2, CEBPB, TMPRSS3, CD44, FAS, INHBE, ARHGDIB, SIK1, PSAT1, ADI1, CCDC69, TRAF3IP3, IL6R, PHACTR2, DNAJB4, ITGB5, HERPUD1, MFNG, STAG2, MYBL2, CLK1, SH2D1A, RORA, ZMYND8, IL21R, SLC3A2, CTSH, PSPH, HSPH1, PDZK1, KANK1, CFLAR, HSPE1, SNTB1, CEBPG, TMEM255A, ZBTB38, TPP1, OGT, PDE4D, ST7, PHF11, HSPD1, TNS3, GAS2, CTBP2, SERP1, PITPNC1, CADM1, GPM6B, QPCT, PMAIP1"
"HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN","3.67117214710637e-12","1.00611094957269e-10","0.887074988399873","0.494211882015109","2.18927136155518","264","PITX1, SLC47A1, DDIT4, PTPRC, CCR2, TNFRSF10D, IRF8, CLEC7A, CLEC2B, HSPA6, GJA1, CD180, MAFF, BAG3, CCR1, S100A11, CD48, IQGAP2, CASP1, SLA, LY96, HGF, CD28, LAPTM5, KCNN3, HSPA1A, HSPB1, CYTIP, FXYD5, ELF1, CD58, CAPN2, GDF15, SLC7A11, SERPINH1, MAF, MYC, EYA2, IFI16, HSPA1B, DNAJB1, IRF4, HMOX1, BLNK, CLIC2, COPZ2, FLI1, SELPLG, BCL2, CEBPB, CDKN2C, FAS, INHBE, PSAT1, CCDC69, TRAF3IP3, IL6R, PHACTR2, CDKN2A, IFRD1, VEGFA, DNAJB4, ITGB5, HERPUD1, SUCLG2, MFNG, STAG2, CD79B, MYBL2, BCL3, CLK1, SH2D1A, ZMYND8, IL21R, SLC3A2"
"HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP","8.98824328031864e-05","0.00047685414571248","0.538434096309916","0.33885453641489","1.54986166968953","390","MT1H, CFH, HLA-DQA1, MT1X, S100A4, KRT18, GATA3, GMPR, MT1E, TFEC, MT2A, MSX1, CYP1B1, CSTA, DSE, HLA-DRB1, PMEL, TXNIP, TIMP1, BCL6, TFAP2C, HSPA1A, C3, TFPI, TFPI2, HPGD, BIRC3, C1S, HLA-DPA1, TUBB6, TOP2A, IL13RA1, LAMP3, BTG1, LIFR, TIMP3, PDGFRL, ID1, MYOF, DUSP1, RAB13, COL6A2, HLA-DPB1, DDX43, IGFBP3, CEP55, TMEM47, HES1, IL15, KCTD12, SNAP23, SLC16A4, GLUL, CDKN1A, FOS, FGFR4, AKR1C3, HSD17B1, SPP1, NXN, GAL, FGD6, PDLIM5, DPEP3, SLC25A31, LHX2, ABHD5, CDH1, SLC16A3, BIK, ABCB1, ITGA6, TROAP, NABP1, PGF, TKTL1, SWAP70, AASS, PTGER4, JAG1, SDC4, SPINK2, TSPAN12, NEDD9, SAT1, SORBS1, SNAI1, KLF2, KLHL24, ING1, BRCA2, FER, IER3, FZD5, ARG2, DAZL, NUP62CL, ALDH2, STAT3, NAT1, MYBL1, SGK3, RCN3, GSN, DDAH2, DYRK3, RRAD, PIGV, ITGA7, CRISPLD2, GRN, ID2, ITGBL1, RRAS, SERPINE2, ULBP2, ENAH, JUP, PFKFB3, AHR, EIF4EBP2, ALCAM, MET, FN1, NR1H4, FGFR3"
"HELLER_HDAC_TARGETS_UP","0.156606851549755","0.248293044638885","0.140406238523342","0.258821757729745","1.14106409486768","275","MT1H, CFH, MT1F, MT1X, S100A4, GMPR, MT1E, MT2A, MSX1, HLA-DRB1, PMEL, TXNIP, BCL6, BIRC3, HLA-DPA1, TOP2A, IL13RA1, LAMP3, TIMP3, PDGFRL, HLA-DPB1, TMEM47, HES1, CDKN1A, FGFR4, AKR1C3, PTTG1IP, DOCK6, SLC16A3, ITGA6, JUNB, AASS, PTGER4, SDC4, SPINK2, TSPAN12, MAOA, NEDD9, PDE4DIP, MAPKAPK2, SAT1, SORBS1, KLF2, HMG20B, KLHL24, ING1, FER, NEAT1, ARG2, TOP3B, SGK3, RCN3, GSN, GSDMB, DDAH2, NCOA3, PIGV, ITGA7, MBTD1, GRN, ID2, IFT140, TSPAN4, RRAS, ENAH, JUP, ZBTB20"
"HELLER_SILENCED_BY_METHYLATION_DN","2.47123228571717e-06","2.06841711034896e-05","0.627256739718528","0.525518675858965","2.03419006078826","98","SLC47A1, DDIT4, PTPRC, HSPA6, SLC5A3, MAFF, BAG3, HGF, LAPTM5, HSPA1A, F2RL1, GDF15, SLC7A11, SERPINH1, MAF, MYC, PLTP, HSPA1B, DNAJB1, HMOX1, CEBPB, INHBE, ADRB2, PSAT1, IFRD1, DNAJB4, CLK1, RRM2, EIF4EBP1, SLC3A2, HSPH1, NEAT1, USH2A, TPP1, IDH1"
"HELLER_SILENCED_BY_METHYLATION_UP","1.23691580928757e-20","1.18644964426864e-18","1.1778932614942","0.584589523680798","2.56656749170869","248","IL1R2, MMP9, RGS1, CST7, FKBP5, GPR183, IGHA1, HLA-DQA1, OLAH, S100A4, CD86, C5AR1, GATA3, LCP1, MSR1, CLEC7A, EBI3, VCAM1, HLA-DRA, SOCS3, CYP3A5, HLA-DMB, S100P, DAPP1, VAMP8, CTSS, CYP1B1, CSTA, NCF2, NCF4, MAP3K8, SAMSN1, HCK, HLA-DRB1, ADAMDEC1, BCL6, HLA-DQB1, HSPA1A, TNFRSF1B, KLF4, TBX3, IFITM1, TFPI, GPC4, PLEK, BIRC3, CSF2RB, CXCL13, METTL7A, CELSR1, HLA-DPA1, TOP2A, IL13RA1, LAMP3, MUC1, KYNU, MAGEA12, ID1, MYOF, NCF1, SPARC, RAB13, HLA-DPB1, DDX43, IGFBP3, TNFAIP6, CEP55, ICAM1, IL15, CIITA, HLA-DMA, TRIM22, APOBEC3G, CDKN1A, WLS, FUT7, SLAMF7, HSD17B1, CFB, DPEP3, RAB9A, APOBEC3F, UPB1, CDC42EP4, CDH1, CLU, CHI3L1, IL6R, CAPG, TKTL1, SMARCA1, REL, S100A6, PTGER4, MAP3K6, PDE4DIP, SAT1, CTSH, CCL19, BLK"
"HENDRICKS_SMARCA4_TARGETS_DN","1.35839310041534e-05","9.34699183585648e-05","0.593325476396405","0.6327615400348","2.11399482867734","43","CYP4B1, GPR183, IGHG1, HLA-DRA, ID3, CCR1, HPGD, HCST, CD74, MYC, TREM2, MC5R, LTBP2, MC4R, CXCR6, ARHGDIB, LGALS3, LUM, EFNB1, CLK1, FCHSD2, PLEKHG2"
"HENDRICKS_SMARCA4_TARGETS_UP","0.0103722549551728","0.026404105501597","0.380730400722792","0.476852771385476","1.61559341239472","49","MT1H, MT1L, AHNAK, EMP3, PERP, TEC, CCL2, ITGA5, CDKN1A, MIR503HG, FOSL2, KRT15, LOXL2, CTSH, AGT, PTPN7"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN","0.0666666666666667","0.123975701176166","0.237793834423688","0.498121139678056","1.43208739660362","22","IRF8, PARD3, IL1RL1, CD69, CDH1, LUM, HSPA1L, LCP2, KCNK2, WNT5A"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP","0.00244399106376948","0.00795209032689176","0.431707695803346","0.47804502139784","1.71355191845739","67","BNC2, HOXB2, TGFBR3, LCP1, IQGAP2, SGK1, CASP7, MAF, PLA2R1, PRKD3, IFI16, PRSS23, HMOX1, LPAR6, ARHGDIB, MLANA, RAB31, CHST11, SH2D1A, THBD, MST1L, IGF1R, AGT"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP","0.000335666346620675","0.00146217602033856","0.49849310876659","0.727339466921394","1.98277086558225","18","TNFRSF11B, GEM, PMEL, SGK1, MAF, TIMP3, MAGEA12, TP53INP1, CD53, CDKN1A"
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN","0.00223923205401504","0.00738607766922706","0.431707695803346","0.550609814540482","1.74733303286553","34","CLEC2B, CDK2, UBE2C, PMEL, PLOD2, SDC2, CASP7, MAF, KLRK1, SNAI2, RGS2, MAN1A1, FBXO5, CAPG"
